Sample,Na2O,CaO,Al2O3,Cr2O3,FeO,MgO,K2O,SiO2,TiO2,MnO,Total,Location
Average,0.31,18.77,1.75,0.03,14.99,9.35,0,53.85,0.83,0.13,100,Keweenaw
KP111B-CPX-1,0.4,17.39,1.24,0,13.56,12.71,0,53.5,0.89,0.31,100,Keweenaw
KP111B-CPX-2,0.25,18.89,1.89,0.25,8.92,15.24,0,53.73,0.82,0,100,Keweenaw
KP111B-CPX-3,0.32,17,1.28,0,13.61,12.71,0,54.03,0.74,0.3,100,Keweenaw
KP111B-CPX-4,0.33,18.53,2.17,0,15.29,8.9,0,53.89,0.9,0,100,Keweenaw
KP111B-CPX-5,0.3,16.71,1.07,0,14.76,12.81,0,53.35,0.62,0.38,100,Keweenaw
KP111B-CPX-6,0.29,18.09,3.01,0,14.1,10.41,0,52.79,1.31,0,100,Keweenaw
KP111B-CPX-7,0.21,18.97,1.77,0.22,15.07,8.51,0,54.07,0.9,0.27,100,Keweenaw
KP111B-CPX-8,0.43,16.51,10.68,0,11.11,11.23,0,48.79,0.88,0.37,100,Keweenaw
KP111B-CPX-9,0.26,19.2,2.53,0,8.48,14.99,0,53.31,0.96,0.27,100,Keweenaw
Average,0.31,17.92,2.85,0.05,12.77,11.95,0,53.05,0.89,0.21,100,Keweenaw
KP111C-CPX-1,0.42,18.62,1.74,0,10.65,14.12,0,53.34,1.12,0,100,Keweenaw
KP111C-CPX-2,0.34,18.58,1.52,0,10.63,14.18,0,53.36,0.97,0.42,100,Keweenaw
KP111C-CPX-3,0.16,19.14,1.73,0,9.09,14.9,0,54,0.68,0.29,100,Keweenaw
KP111C-CPX-4,0.25,18.97,1.92,0,9.37,14.8,0,53.85,0.84,0,100,Keweenaw
KP111C-CPX-5,0.51,17.72,1.58,0,11.97,14,0,52.83,1.06,0.33,100,Keweenaw
KP111C-CPX-6,0.33,16.62,1.4,0,14.07,13.17,0,53.05,0.95,0.42,100,Keweenaw
KP111C-CPX-7,0.2,18.72,1.71,0.31,10.56,14.2,0,53.12,0.92,0.25,100,Keweenaw
KP111C-CPX-8,0.55,17.61,1.42,0,12.4,13.71,0,53,0.91,0.4,100,Keweenaw
Average,0.35,18.25,1.63,0.04,11.09,14.14,0,53.32,0.93,0.26,100,Keweenaw
KP114-CPX-1,0.2,18.41,1.36,0,13.35,14.49,0,50.82,0.84,0.54,100,Keweenaw
KP114-CPX-2,0.29,18.99,1.59,0,12.1,14.84,0,50.49,1.28,0.42,100,Keweenaw
KP114-CPX-3,0.29,18.41,1.49,0,13.05,15.12,0,50.43,1.2,0,100,Keweenaw
KP114-CPX-4,0.3,17.07,1.36,0,15.42,14.43,0,50.11,0.94,0.36,100,Keweenaw
KP114-CPX-5,0,17.63,1.37,0,14.86,14.37,0,50.34,0.97,0.47,100,Keweenaw
KP114-CPX-6,0.29,18.2,1.4,0,13.71,14.99,0,50.5,0.91,0,100,Keweenaw
KP114-CPX-7,0.29,18.58,1.71,0,12.85,14.61,0,50.54,1.42,0,100,Keweenaw
KP114-CPX-8,0.3,18.25,1.84,0,13.59,14.43,0,50.29,1.29,0,100,Keweenaw
Average,0.25,18.19,1.52,0,13.62,14.66,0,50.44,1.11,0.22,100,Keweenaw
IR1-CPX-1,0.28,18.26,2.36,0.61,15.67,8.43,0,53.52,0.87,0,100,Isle Royale
IR1-CPX-2,0,17.98,1.47,0,12.38,13.59,0,53.06,1.09,0.42,100,Isle Royale
IR1-CPX-3,0.2,18.85,1.49,0,14.67,9.89,0,54.07,0.83,0,100,Isle Royale
IR1-CPX-4,0.32,18.43,1.62,0,14.2,10.82,0,53.82,0.79,0,100,Isle Royale
IR1-CPX-5,0.23,19.11,1.44,0.29,15.82,8.2,0,54.2,0.7,0,100,Isle Royale
IR1-CPX-6,0.27,19.02,1.61,0,14.67,9.77,0,53.87,0.79,0,100,Isle Royale
IR1-CPX-7,0.3,18.11,1.26,0,12.63,12.89,0,53.25,1.04,0.52,100,Isle Royale
IR1-CPX-8,0.46,18.89,1.96,0,15.22,9.11,0,53.34,1.03,0,100,Isle Royale
IR1-CPX-9,0.26,18.81,1.55,0,14.68,9.72,0,53.89,0.7,0.38,100,Isle Royale
IR1-CPX-10,0.28,16.96,0.91,0,15.69,12.41,0,52.63,0.7,0.41,100,Isle Royale
Average,0.26,18.44,1.57,0.09,14.56,10.48,0,53.57,0.85,0.17,100,Isle Royale
IR3-CPX-1,0.27,17.6,1.35,0,12.76,13.62,0,53.21,0.93,0.26,100,Isle Royale
IR3-CPX-2,0.42,17.54,1.56,0,12.18,13.78,0,53.08,1.11,0.33,100,Isle Royale
IR3-CPX-3,0.42,17.54,1.56,0,12.18,13.78,0,53.08,1.11,0.33,100,Isle Royale
IR3-CPX-4,0.33,17.54,1.45,0,12.65,13.69,0,52.97,1.05,0.32,100,Isle Royale
IR3-CPX-5,0.3,17.34,1.17,0,13.8,12.94,0,53.71,0.75,0,100,Isle Royale
IR3-CPX-6,0.3,17.83,1.45,0,12.04,13.91,0,53.2,0.96,0.3,100,Isle Royale
IR3-CPX-7,0.28,17.23,1.39,0,12.88,13.73,0,53.37,0.88,0.25,100,Isle Royale
IR3-CPX-8,0.31,17.62,1.44,0,12.32,13.72,0,53.29,0.96,0.35,100,Isle Royale
IR3-CPX-9,0.25,18.58,1.79,0,14.71,10.13,0.13,53.33,0.79,0.29,100,Isle Royale
IR3-CPX-10,0.24,18.19,1.73,0,15,9.95,0,54.06,0.82,0,100,Isle Royale
Average,0.31,17.7,1.49,0,13.05,12.93,0.01,53.33,0.94,0.24,100,Isle Royale
IR6-CPX-1,0.29,17.59,1.86,0,12.08,14.09,0,53.04,1.06,0,100,Isle Royale
IR6-CPX-2,0.29,18.07,1.54,0,12.22,13.4,0,52.98,1.19,0.32,100,Isle Royale
IR6-CPX-3,0.33,17.7,1.94,0,14.06,11.68,0,53.06,1.23,0,100,Isle Royale
IR6-CPX-4,0.22,18.76,2.04,0,13.77,11.14,0,53.05,1.02,0,100,Isle Royale
IR6-CPX-5,0.27,17.33,1.21,0,13.93,12.9,0,52.99,0.93,0.44,100,Isle Royale
IR6-CPX-6,0.29,17.97,1.5,0,14.23,11.26,0,53.67,0.78,0,99.7,Isle Royale
IR6-CPX-7,0.21,16.74,1.08,0,14.4,13.08,0,53.19,0.79,0.51,100,Isle Royale
IR6-CPX-8,0.21,16.43,0.98,0,16.5,12.04,0,52.69,0.76,0.39,100,Isle Royale
IR6-CPX-9,0.22,17.37,1.08,0,14.63,12.56,0,53.01,0.86,0.27,100,Isle Royale
IR6-CPX-10,0.16,16.61,0.87,0,15.73,12.38,0,52.96,0.75,0.53,100,Isle Royale
Average,0.25,17.46,1.41,0,14.16,12.45,0,53.06,0.94,0.25,100,Isle Royale
IR7A-CPX-1,0.28,17.51,1.27,0,13.02,13.37,0,53.27,0.91,0.37,100,Isle Royale
IR7A-CPX-2,0.19,18.61,1.49,0,14.5,10.59,0,53.58,0.8,0.24,100,Isle Royale
IR7A-CPX-3,0.28,15.68,1.17,0,16.34,12.58,0,52.61,0.89,0.45,100,Isle Royale
IR7A-CPX-4,0.35,16.3,1.15,0,15.49,12.48,0,52.62,1.14,0.47,100,Isle Royale
IR7A-CPX-5,0.25,17.56,1.43,0,13.39,13.26,0,52.72,1.15,0.24,100,Isle Royale
IR7A-CPX-6,0.35,17.06,0.96,0,15.13,12.49,0,53.2,0.82,0,100,Isle Royale
IR7A-CPX-7,0.23,17.16,1.12,0,14.07,12.61,0,53.4,0.93,0.49,100,Isle Royale
IR7A-CPX-8,0.44,17.35,1.73,0,13.48,12.77,0,52.68,1.23,0.32,100,Isle Royale
IR7A-CPX-9,0.24,18.48,1.6,0,10.05,14.84,0,53.38,0.93,0.45,100,Isle Royale
Average,0.29,17.3,1.32,0,13.94,12.78,0,53.05,0.98,0.34,100,Isle Royale
IR7B-CPX-1,0.33,16.6,1.46,0,12.48,14.76,0,53.39,0.98,0,100,Isle Royale
IR7B-CPX-2,0.17,18.78,1.89,0,8.1,16.03,0,54.37,0.65,0,100,Isle Royale
IR7B-CPX-3,0.25,18.69,2.19,0.41,7.49,15.86,0,54.33,0.79,0,100,Isle Royale
IR7B-CPX-4,0.23,17.07,1.51,0,10.99,15.48,0,53.79,0.94,0,100,Isle Royale
IR7B-CPX-5,0.2,18.32,1.83,0,9.93,15.36,0,53.03,0.97,0.35,100,Isle Royale
IR7B-CPX-6,0.29,17.43,1.82,0,10.05,15.83,0,53.56,1.03,0,100,Isle Royale
IR7B-CPX-7,0.16,17.61,1.57,0,10.31,15.45,0,53.5,1.06,0.33,100,Isle Royale
IR7B-CPX-8,0.25,18.25,1.32,0,8.57,16.21,0,54.44,0.66,0.3,100,Isle Royale
Average,0.24,17.84,1.7,0.05,9.74,15.62,0,53.8,0.89,0.12,100,Isle Royale
IR7C-CPX-1,0,17.93,0.75,0,20.4,9.88,0,49.77,0.71,0.56,100,Isle Royale
IR7C-CPX-2,0.27,17.29,0.82,0,20.82,9.69,0,49.52,0.86,0.72,100,Isle Royale
IR7C-CPX-3,0.34,17.56,0.9,0,18.51,11.28,0,49.87,0.93,0.62,100,Isle Royale
IR7C-CPX-4,0.33,17.51,0.66,0,23.55,7.63,0,48.77,0.88,0.66,100,Isle Royale
IR7C-CPX-5,0.28,18.19,0.85,0,24.55,6.96,0,47.82,0.69,0.67,100,Isle Royale
IR7C-CPX-6,0.21,17.9,0.75,0,25.36,6.26,0,47.94,0.86,0.71,100,Isle Royale
IR7C-CPX-7,0.24,17.59,0.81,0,24.96,6.44,0,48.41,0.83,0.73,100,Isle Royale
IR7C-CPX-8,0.44,16.8,1.27,0,17.58,12.65,0,49.95,0.84,0.47,100,Isle Royale
IR7C-CPX-9,0,17.1,0.99,0,20.12,10.28,0,50,0.83,0.67,100,Isle Royale
IR7C-CPX-10,0.25,17.7,0.99,0,20.9,9.69,0,49.27,0.69,0.51,100,Isle Royale
IR7C-CPX-11,0,18.33,0.73,0,22.52,8.69,0,48.32,0.82,0.6,100,Isle Royale
IR7C-CPX-12,0.24,18.42,0.94,0,21.9,8.51,0,48.75,0.85,0.39,100,Isle Royale
IR7C-CPX-13,0.3,17.09,0.85,0,19.83,10.92,0,49.76,0.82,0.43,100,Isle Royale
Average,0.22,17.65,0.87,0,21.62,9.14,0,49.09,0.82,0.6,100,Isle Royale
IR12-CPX-1,0.29,17.57,2.1,0,10.05,15.04,0,53.26,1.33,0.37,100,Isle Royale
IR12-CPX-2,0.33,17.66,1.2,0,9.07,16.1,0,55.05,0.58,0,100,Isle Royale
IR12-CPX-3,0.43,17.44,1.76,0,11.18,14.54,0,53.27,1.39,0,100,Isle Royale
IR12-CPX-4,0.19,13.74,0.81,0,13.04,16.65,0,54.52,0.72,0.33,100,Isle Royale
IR12-CPX-5,0,12.76,0.82,0,14.07,17.24,0,54.09,0.68,0.35,100,Isle Royale
IR12-CPX-6,0.35,16.7,1.72,0,12.29,14.56,0,53.23,1.15,0,100,Isle Royale
IR12-CPX-7,0.31,16.64,1.28,0,10.57,15.86,0,54.2,0.84,0.29,100,Isle Royale
Average,0.27,16.07,1.38,0,11.47,15.71,0,53.95,0.96,0.19,100,Isle Royale
IR15-CPX-1,0.27,18.05,1.63,0,9.62,15.46,0,53.78,0.85,0.34,100,Isle Royale
IR15-CPX-2,0.3,17.84,2.34,0.66,7.68,16.39,0,54.03,0.76,0,100,Isle Royale
IR15-CPX-3,0.28,16.8,1.28,0,11.87,14.72,0,53.75,0.94,0.36,100,Isle Royale
IR15-CPX-4,0.33,17.23,1.75,0,10.92,15.3,0,53.47,1.02,0,100,Isle Royale
IR15-CPX-5,0.38,16.97,1.61,0,11.22,15.03,0,53.44,1.09,0.27,100,Isle Royale
IR15-CPX-6,0.37,17.59,1.63,0,11.13,14.86,0,53.1,0.97,0.34,100,Isle Royale
IR15-CPX-7,0.22,18.5,1.41,0,8.36,16.08,0,54.76,0.66,0,100,Isle Royale
IR15-CPX-8,0.33,18.29,1.92,0,8.78,15.83,0,53.86,0.75,0.25,100,Isle Royale
IR15-CPX-9,0.33,18.8,2.21,0.63,7.3,16.18,0,53.81,0.74,0,100,Isle Royale
IR15-CPX-10,0.36,16.95,1.7,0,11.38,15.09,0,52.99,1.13,0.4,100,Isle Royale
Average,0.32,17.7,1.75,0.13,9.83,15.49,0,53.7,0.89,0.2,100,Isle Royale
IR16-CPX-1,0.31,18.33,1.65,0,12.99,12.35,0,53.41,0.97,0,100,Isle Royale
IR16-CPX-2,0.27,18.77,1.59,0,13.7,10.16,0,54.59,0.64,0.28,100,Isle Royale
IR16-CPX-3,0.34,18.11,1.64,0,11.36,13.83,0,53.25,1.06,0.4,100,Isle Royale
IR16-CPX-4,0.2,17.25,1.42,0,13.5,13.21,0,53.33,0.79,0.29,100,Isle Royale
IR16-CPX-5,0.21,17.22,1.31,0,14,12.66,0,53.26,1.02,0.32,100,Isle Royale
IR16-CPX-6,0.27,17.19,1.23,0,14.86,12.7,0,52.69,0.81,0.26,100,Isle Royale
Average,0.27,17.81,1.47,0,13.4,12.49,0,53.42,0.88,0.26,100,Isle Royale
IR17-CPX-1,0.24,17.3,0.81,0,22.69,8.79,0,48.69,0.91,0.56,100,Isle Royale
IR17-CPX-2,0.26,17.93,0.83,0,23.04,7.79,0,48.87,0.78,0.5,100,Isle Royale
IR17-CPX-3,0.25,17.52,0.64,0,22.33,8.53,0,49.27,0.84,0.62,100,Isle Royale
IR17-CPX-4,0.21,17.32,0.94,0,20.13,11.01,0,49.34,0.78,0.28,100,Isle Royale
IR17-CPX-5,0.29,17.69,0.84,0,23.12,7.77,0,49.01,0.77,0.51,100,Isle Royale
IR17-CPX-6,0,17.87,0.68,0,23.86,7.64,0,48.72,0.79,0.43,100,Isle Royale
IR17-CPX-7,0,17.77,0.68,0,23.75,7.93,0,48.62,0.81,0.44,100,Isle Royale
IR17-CPX-8,0.29,18.2,0.82,0,24.51,6.31,0,48.73,0.66,0.47,100,Isle Royale
IR17-CPX-9,0.21,18.25,0.7,0,23.22,7.69,0,48.5,0.81,0.61,100,Isle Royale
IR17-CPX-10,0.39,17.75,0.62,0,24.54,7.18,0,48.23,0.59,0.7,100,Isle Royale
IR17-CPX-11,0.29,17.25,0.74,0,25.42,6.49,0,48.5,0.62,0.68,100,Isle Royale
IR17-CPX-12,0.25,17.77,0.77,0,23.64,7.81,0,48.68,0.68,0.39,100,Isle Royale
Average,0.22,17.72,0.76,0,23.35,7.91,0,48.76,0.75,0.52,100,Isle Royale
IR19A-CPX-1,0.31,16.92,1.03,0,15.62,11.83,0,52.95,0.93,0.41,100,Isle Royale
IR19A-CPX-2,0.29,17.09,1,0,16.61,11.15,0,52.65,0.72,0.48,100,Isle Royale
IR19A-CPX-3,0.25,17.3,0.95,0,16.35,11.21,0,52.72,0.86,0.37,100,Isle Royale
IR19A-CPX-4,0.25,17.3,0.95,0,16.35,11.21,0,52.72,0.86,0.37,100,Isle Royale
IR19A-CPX-5,0.22,16.7,0.73,0,18.44,10.38,0,52.42,0.78,0.33,100,Isle Royale
IR19A-CPX-6,0.26,17.06,0.84,0,16.48,11.31,0,52.69,0.81,0.55,100,Isle Royale
IR19A-CPX-7,0.31,17.55,1.02,0,15.85,11.1,0,52.84,0.93,0.41,100,Isle Royale
IR19A-CPX-8,0.22,17.13,0.79,0,17.6,10.39,0,52.6,0.83,0.44,100,Isle Royale
IR19A-CPX-9,0.32,16.9,1.1,0,16.27,11.43,0,52.68,0.93,0.38,100,Isle Royale
Average,0.27,17.11,0.93,0,16.62,11.11,0,52.7,0.85,0.42,100,Isle Royale
IR19B-CPX-1,0,18.21,1.78,0,8.78,15.84,0,54.22,0.93,0.24,100,Isle Royale
IR19B-CPX-2,0.2,17.56,1.58,0,10.14,15.5,0,53.92,1.09,0,100,Isle Royale
IR19B-CPX-3,0.25,18.38,1.35,0.27,8.13,16.56,0,54.52,0.54,0,100,Isle Royale
IR19B-CPX-4,0.34,15.65,1.71,0,12,15.73,0,53.49,1.09,0,100,Isle Royale
IR19B-CPX-5,0.29,16.47,1.76,0,11.06,15.41,0,53.42,1.15,0.44,100,Isle Royale
IR19B-CPX-6,0.26,16.41,1.2,0,12.38,15.07,0,53.79,0.63,0.25,100,Isle Royale
IR19B-CPX-7,0.29,18.2,1.37,0,8.92,15.93,0,54.56,0.74,0,100,Isle Royale
IR19B-CPX-8,0.18,16.57,1.28,0,10.56,16.43,0,54.35,0.62,0,100,Isle Royale
IR19B-CPX-9,0.23,17.92,1.96,0.25,8.49,16.19,0,53.89,0.75,0.33,100,Isle Royale
IR19B-CPX-10,0.26,18,1.84,0,8.93,16.01,0,54.03,0.93,0,100,Isle Royale
IR19B-CPX-11,0.21,14.85,1.39,0,12.72,15.71,0,53.83,1.01,0.28,100,Isle Royale
Average,0.23,17.11,1.57,0.05,10.19,15.85,0,54,0.86,0.14,100,Isle Royale
IR20-CPX-1,0.3,17.72,2.27,0.54,8.05,16.23,0,53.86,0.71,0.32,100,Isle Royale
IR20-CPX-2,0.22,18.74,2.06,0.24,7.84,15.97,0,53.86,0.74,0.33,100,Isle Royale
IR20-CPX-3,0.41,17.73,1.78,0,10.46,15.14,0,53.09,1.16,0.24,100,Isle Royale
IR20-CPX-4,0.24,17.85,2.07,0.31,8.22,16.13,0,54.42,0.74,0,100,Isle Royale
IR20-CPX-5,0.29,15.69,1.78,0,12.25,15.69,0,52.92,1.07,0.31,100,Isle Royale
IR20-CPX-6,0.29,18.1,2.25,0.49,7.62,16.41,0,53.7,0.86,0.28,100,Isle Royale
IR20-CPX-7,0.29,16.97,1.92,0,9.98,15.89,0,53.89,0.75,0.32,100,Isle Royale
IR20-CPX-8,0.29,18.72,2.02,0,8.21,15.93,0,53.83,0.74,0.26,100,Isle Royale
IR20-CPX-9,0.18,19.2,1.62,0,7.54,16.25,0,54.59,0.62,0,100,Isle Royale
IR20-CPX-10,0.4,17.4,1.54,0,9.94,15.59,0,53.85,0.97,0.31,100,Isle Royale
Average,0.29,17.81,1.93,0.16,9.01,15.92,0,53.8,0.84,0.24,100,Isle Royale
IR22-CPX-1,0.21,16.49,1.2,0,11.07,16.07,0,53.86,0.77,0.33,100,Isle Royale
IR22-CPX-2,0.39,17.54,1.73,0,9.93,15.51,0,53.57,1.34,0,100,Isle Royale
IR22-CPX-3,0.24,18.7,1.99,0.34,8.17,15.53,0,53.96,0.76,0.31,100,Isle Royale
IR22-CPX-4,0.29,15.29,1.57,0,12.82,15.49,0,53.29,0.93,0.31,100,Isle Royale
IR22-CPX-5,0.25,16.32,1.32,0,13.61,15.01,0,52.43,0.79,0.28,100,Isle Royale
IR22-CPX-6,0.2,18.96,1.56,0.55,7.03,16.53,0,54.34,0.58,0.24,100,Isle Royale
IR22-CPX-7,0.34,19.24,2.2,0.6,6.75,16,0,53.84,0.76,0.28,100,Isle Royale
IR22-CPX-8,0.32,16.16,1.55,0,11.78,15.33,0,53.63,0.88,0.35,100,Isle Royale
IR22-CPX-9,0.18,17.09,1.56,0,11.58,14.93,0,53.72,0.94,0,100,Isle Royale
Average,0.27,17.31,1.63,0.17,10.3,15.6,0,53.63,0.86,0.23,100,Isle Royale
IR23-CPX-1,0.39,17.86,1.78,0,13.72,15.06,0,49.6,1.28,0.33,100,Isle Royale
IR23-CPX-2,0.31,17.39,1.18,0,15.29,14.37,0,50.85,0.63,0,100,Isle Royale
IR23-CPX-3,0.25,18.34,1.25,0,14.45,13.9,0,50.36,0.83,0.62,100,Isle Royale
IR23-CPX-4,0.24,18.75,1.01,0,14.23,14.37,0,50.26,0.73,0.42,100,Isle Royale
IR23-CPX-5,0.29,20.01,1.7,0,14.24,13.66,0,49.06,1.03,0,100,Isle Royale
IR23-CPX-6,0.42,16.73,1.98,0,14.72,13.79,0,51.07,0.75,0.53,100,Isle Royale
IR23-CPX-7,0.59,18.73,3.11,0,12.59,12.93,0,51.03,0.69,0.33,100,Isle Royale
IR23-CPX-8,1.7,17.81,8.16,0,10.26,10.83,0,50.57,0.67,0,100,Isle Royale
IR23-CPX-9,0.35,19.58,1.96,0,14.89,11.06,0,51.48,0.68,0,100,Isle Royale
IR23-CPX-10,0.36,17.86,1.63,0,15.52,13.49,0,50.92,0.92,0.31,101,Isle Royale
Average,0.49,18.31,2.38,0,13.99,13.35,0,50.52,0.82,0.25,100.1,Isle Royale
IR26A-CPX-1,0.27,18.04,1.61,0,14.23,11.05,0,53.6,0.84,0.36,100,Isle Royale
IR26A-CPX-2,0.26,17.87,2.13,0,14.65,10.74,0,53.22,1.14,0,100,Isle Royale
IR26A-CPX-3,0.35,17.3,1.45,0,14.15,11.92,0,53.59,0.91,0.34,100,Isle Royale
IR26A-CPX-4,0.26,17.4,1.28,0,12.91,13.65,0,53.31,0.87,0.33,100,Isle Royale
IR26A-CPX-5,0.29,17.91,1.75,0,14.6,10.53,0,53.71,0.93,0.27,100,Isle Royale
IR26A-CPX-6,0.19,18.1,1.65,0,14.76,10.74,0,53.28,0.97,0.32,100,Isle Royale
IR26A-CPX-7,0.4,17.82,1.77,0,13.37,12.75,0,52.36,1.13,0.38,100,Isle Royale
IR26A-CPX-8,0.37,18.07,1.74,0,14.15,10.97,0,53.5,0.96,0.25,100,Isle Royale
IR26A-CPX-9,0.25,18.05,1.72,0,14.47,10.73,0,53.38,1.06,0.34,100,Isle Royale
IR26A-CPX-10,0.31,17.62,1.74,0,14.17,12.06,0,53.23,0.87,0,100,Isle Royale
IR26A-CPX-11,0.24,17.55,1.69,0,15.24,10.72,0,53.64,0.92,0,100,Isle Royale
Average,0.29,17.79,1.68,0,14.25,11.44,0,53.35,0.96,0.24,100,Isle Royale
IR26B-CPX-1,0.26,19.3,1.99,0.37,7.16,16.24,0,54.03,0.64,0,100,Isle Royale
IR26B-CPX-2,0.3,17.44,1.59,0,10.6,15.19,0,53.63,0.97,0.28,100,Isle Royale
IR26B-CPX-3,0.33,17.28,1.76,0,10.5,15.49,0,53.33,0.91,0.4,100,Isle Royale
IR26B-CPX-4,0.25,15.91,1.37,0,13.35,14.72,0,52.95,1.01,0.42,100,Isle Royale
IR26B-CPX-5,0.29,18.9,1.45,0.42,7.62,16.26,0,54.52,0.54,0,100,Isle Royale
IR26B-CPX-6,0.3,17.9,1.37,0,9.17,15.69,0,54.45,0.78,0.34,100,Isle Royale
IR26B-CPX-7,0,19.07,1.45,0,7.49,16.17,0,54.92,0.64,0.25,100,Isle Royale
IR26B-CPX-8,0.27,18.6,1.35,0,7.71,16.36,0,54.54,0.84,0.33,100,Isle Royale
IR26B-CPX-9,0,18.83,1.44,0.29,7.06,16.65,0,55.15,0.59,0,100,Isle Royale
Average,0.22,18.14,1.53,0.12,8.96,15.86,0,54.17,0.77,0.22,100,Isle Royale
IR27-CPX-1,0.29,16.72,1.79,0,10.59,15.88,0,53.39,1.04,0.3,100,Isle Royale
IR27-CPX-2,0.21,16.04,1.79,0,11.57,15.42,0,53.29,1.29,0.38,100,Isle Royale
IR27-CPX-3,0.35,17.07,1.64,0,11.84,14.62,0,53.4,1.08,0,100,Isle Royale
IR27-CPX-4,0.39,16.25,1.76,0.25,11.47,15.32,0,52.93,1.21,0.41,100,Isle Royale
IR27-CPX-5,0.32,18.6,2.26,0.55,7.6,15.85,0,53.51,0.99,0.31,100,Isle Royale
IR27-CPX-6,0,18.05,2.05,0.25,8.07,16.48,0,54.36,0.73,0,100,Isle Royale
IR27-CPX-7,0.27,18.67,2.08,0,8.14,16.11,0,53.99,0.75,0,100,Isle Royale
IR27-CPX-8,0.33,15.45,1.82,0,11.1,16.37,0,53.64,1,0.3,100,Isle Royale
Average,0.27,17.11,1.9,0.13,10.05,15.76,0,53.56,1.01,0.21,100,Isle Royale